Horizonte,Bloco,Target_QID,Target_Periodo,Modelo,Alpha,N_Treino,Feature,Beta_Padronizado,Importancia_Normalizada,Rank_Importancia
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Custo_t_4,270.1790237262292,0.005495887101149517,14
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Receita_t,9207.277846599507,0.18729122215313354,3
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Receita_t_1,-10352.795041509686,0.21059293184481986,2
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Receita_t_4,304.268825454759,0.006189329911833501,13
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Despesas_t,-335.49143760049253,0.006824449355931458,12
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Despesas_t_1,394.6735615970334,0.008028311400457915,11
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Despesas_t_4,-180.34400034432747,0.003668494510019475,16
H1,Teste,72,4T23,Ridge Contábil,0.1,378,EBIT_t,1056.5937187769891,0.021492859475523797,6
H1,Teste,72,4T23,Ridge Contábil,0.1,378,EBIT_t_1,-504.27180719031077,0.010257720537989838,9
H1,Teste,72,4T23,Ridge Contábil,0.1,378,EBIT_t_4,571.6612982952552,0.011628533970538113,8
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Trimestre_Sin,63.75826275429145,0.0012969482568642287,20
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Trimestre_Cos,-704.5282391817589,0.014331266760509477,7
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Segmento=CORPORATIVO / OUTROS NEGÓCIOS,158.31708928092655,0.003220430797589381,18
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Segmento=DISTRIBUIÇÃO,409.9516480041787,0.008339092884739094,10
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Segmento=E&P,210.42936695506086,0.004280480503635426,15
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Segmento=GÁS & ENERGIA / G&EBC,166.5092277200465,0.003387072409352743,17
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Segmento=INTERNACIONAL,120.03324717050073,0.002441674285942738,19
H1,Teste,72,4T23,Ridge Contábil,0.1,378,Segmento=REFINO / RTC,1776.9555178903381,0.03614620696825725,5
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Custo_t,9542.35588453768,0.2674973093745574,1
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Custo_t_1,3644.765621954379,0.10217235753630856,3
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Custo_t_4,990.6979334296523,0.027771866277255898,8
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Receita_t,7102.258604711823,0.19909497090977094,2
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Receita_t_1,643.6540266970695,0.01804331366309206,12
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Receita_t_4,138.18252590465244,0.003873619295835502,24
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Despesas_t,-877.8932217077889,0.024609653796869774,10
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Despesas_t_1,-343.9230376152354,0.009641066452266093,17
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Despesas_t_4,-197.04576328927368,0.005523710511462482,20
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,EBIT_t,-187.32596163204158,0.005251238930814668,21
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,EBIT_t_1,-1492.3918767001426,0.04183566578108985,6
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,EBIT_t_4,-223.55907791522912,0.006266948388026734,19
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Trimestre_Sin,-256.6949727770199,0.0071958345903963186,18
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Trimestre_Cos,-512.8983978813685,0.014377889807914502,16
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Brent_t,910.2494051836197,0.025516682640285584,9
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Brent_t_1,-1332.6983333158114,0.03735903614196511,7
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Brent_t_4,615.2960124954268,0.017248364010204277,14
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,USD_BRL_t,621.2989619842374,0.0174166424580004,13
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,USD_BRL_t_1,-59.448801453821176,0.0016665061151415965,28
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,USD_BRL_t_4,-13.258718364269676,0.00037167671496555224,29
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Brent_BRL_t,-109.15933399905121,0.0030600229640543905,25
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Brent_Var_AA,1633.680617867685,0.04579636045277752,5
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,USD_BRL_Var_AA,720.6021302791518,0.02020037119885583,11
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Segmento=CORPORATIVO / OUTROS NEGÓCIOS,-77.52819846780903,0.0021733191196945563,26
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Segmento=DISTRIBUIÇÃO,533.9618752387291,0.014968354425598258,15
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Segmento=E&P,170.03311087134946,0.004766474884506514,22
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Segmento=GÁS & ENERGIA / G&EBC,64.6705559437003,0.0018128856144139455,27
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Segmento=INTERNACIONAL,152.78603263507648,0.004282993962331808,23
H1,Teste,72,4T23,Ridge + Brent e Câmbio,10.0,378,Segmento=REFINO / RTC,2504.3982629350876,0.07020486398154374,4
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Custo_t,17702.865358308492,0.3512227963143629,1
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Custo_t_1,4949.177826403148,0.09819111428933361,4
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Custo_t_4,1361.4271445349445,0.027010556709534284,6
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Receita_t,9121.734784441504,0.18097416058841087,3
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Receita_t_1,-10532.304130540204,0.20895969287963345,2
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Receita_t_4,-244.59740060376006,0.0048527840704023495,14
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Despesas_t,-346.2524187183384,0.006869607844347658,12
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Despesas_t_1,404.351463752676,0.00802228616207418,11
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Despesas_t_4,-171.56577597730885,0.003403845104787691,17
H1,Teste,73,1T24,Ridge Contábil,0.1,382,EBIT_t,1101.3913772226726,0.02185147723349325,7
H1,Teste,73,1T24,Ridge Contábil,0.1,382,EBIT_t_1,-461.95706655413613,0.009165174643107996,10
H1,Teste,73,1T24,Ridge Contábil,0.1,382,EBIT_t_4,676.0321379799324,0.013412399241247814,9
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Trimestre_Sin,79.62620642005952,0.0015797747038522455,20
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Trimestre_Cos,-697.8591442983311,0.013845444516075108,8
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Segmento=CORPORATIVO / OUTROS NEGÓCIOS,175.94000721054272,0.0034906293453253944,16
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Segmento=DISTRIBUIÇÃO,331.49239629371306,0.006576770710656949,13
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Segmento=E&P,224.45152316038912,0.004453092197552718,15
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Segmento=GÁS & ENERGIA / G&EBC,159.0381416993568,0.003155298293113448,18
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Segmento=INTERNACIONAL,107.36927743496051,0.002130194016374911,19
H1,Teste,73,1T24,Ridge Contábil,0.1,382,Segmento=REFINO / RTC,1554.086759601,0.03083290113631324,5
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Custo_t,9700.044651496572,0.26895786553739287,1
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Custo_t_1,3493.610363299482,0.09686903721493414,3
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Custo_t_4,1542.8248526236532,0.04277865661120221,6
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Receita_t,7183.075187335232,0.19916862651577819,2
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Receita_t_1,402.6650073513352,0.011164888904620111,17
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Receita_t_4,479.3011753286793,0.013289817284096329,15
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Despesas_t,-899.3611590009218,0.024937025174910272,9
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Despesas_t_1,-346.09134233513845,0.00959624332255713,18
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Despesas_t_4,-233.3512251291786,0.00647024314693194,21
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,EBIT_t,-195.56014674609847,0.005422391498465419,22
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,EBIT_t_1,-1521.1770343982828,0.04217841700482692,7
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,EBIT_t_4,-263.74597570194453,0.007313013209472972,20
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Trimestre_Sin,-267.485164648537,0.007416691523753863,19
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Trimestre_Cos,-504.2751451839355,0.013982282717771273,14
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Brent_t,887.4465766048337,0.02460666374203513,10
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Brent_t_1,-1331.2727732154879,0.03691284900186934,8
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Brent_t_4,593.2223661338908,0.016448565663024713,12
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,USD_BRL_t,577.9309140263953,0.016024572117885237,13
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,USD_BRL_t_1,-131.99643159913606,0.00365992938970428,24
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,USD_BRL_t_4,31.28250040473671,0.000867385134792396,29
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Brent_BRL_t,-54.00591184313063,0.0014974482383942412,26
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Brent_Var_AA,1670.5551279722263,0.046320296207361736,5
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,USD_BRL_Var_AA,729.6915396373953,0.020232512947379922,11
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Segmento=CORPORATIVO / OUTROS NEGÓCIOS,-53.955520530162616,0.0014960510139004947,27
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Segmento=DISTRIBUIÇÃO,444.316668483911,0.012319784812503997,16
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Segmento=E&P,97.61249168481187,0.002706549130089104,25
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Segmento=GÁS & ENERGIA / G&EBC,47.848837341439776,0.0013267280329285905,28
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Segmento=INTERNACIONAL,136.74156524192873,0.003791500022841343,23
H1,Teste,73,1T24,Ridge + Brent e Câmbio,10.0,382,Segmento=REFINO / RTC,2244.846929469816,0.06224396487857605,4
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Custo_t,17246.58732206054,0.33455254040036275,1
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Custo_t_1,5639.609486328606,0.10939820413652715,4
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Custo_t_4,1043.0004089720271,0.020232317846086173,7
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Receita_t,9314.814733749323,0.18069052586121975,3
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Receita_t_1,-10204.932735131339,0.19795720204808107,2
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Receita_t_4,-808.5862834399127,0.015685108607642544,8
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Despesas_t,-336.3631953752446,0.006524836444948747,15
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Despesas_t_1,402.7053124501652,0.007811753293394636,13
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Despesas_t_4,-128.74986712121392,0.002497514106255372,19
H1,Teste,74,2T24,Ridge Contábil,0.1,386,EBIT_t,1128.2755180119755,0.021886500428963916,6
H1,Teste,74,2T24,Ridge Contábil,0.1,386,EBIT_t_1,-498.24767117238974,0.009665101914166533,11
H1,Teste,74,2T24,Ridge Contábil,0.1,386,EBIT_t_4,685.8618257887005,0.01330447652607405,10
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Trimestre_Sin,19.35750078734578,0.0003755004363051472,20
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Trimestre_Cos,-766.545269825214,0.014869589128735962,9
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Segmento=CORPORATIVO / OUTROS NEGÓCIOS,166.86467792413265,0.0032368723655374857,17
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Segmento=DISTRIBUIÇÃO,467.16690873386045,0.009062191446303153,12
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Segmento=E&P,375.81455182627553,0.007290121267764102,14
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Segmento=GÁS & ENERGIA / G&EBC,202.85689807740417,0.0039350562126991675,16
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Segmento=INTERNACIONAL,139.06365004631564,0.002697582804734464,18
H1,Teste,74,2T24,Ridge Contábil,0.1,386,Segmento=REFINO / RTC,1975.803361044179,0.03832700472419786,5
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Custo_t,9639.095358165445,0.2628095233470569,1
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Custo_t_1,3790.370029882841,0.10334427701440127,3
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Custo_t_4,1345.829218951328,0.03669397618724849,8
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Receita_t,7161.011944232941,0.19524468488136498,2
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Receita_t_1,669.1994440880027,0.018245694267968748,12
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Receita_t_4,219.11242444646953,0.005974090896342628,21
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Despesas_t,-909.672254342985,0.024802175171283244,9
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Despesas_t_1,-331.56702815525676,0.009040160864605025,17
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Despesas_t_4,-227.79527479457687,0.006210828440322505,20
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,EBIT_t,-172.96819714859805,0.004715970509443588,23
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,EBIT_t_1,-1528.273481506064,0.04166831121535856,6
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,EBIT_t_4,-296.3445518886453,0.008079821553210043,19
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Trimestre_Sin,-298.4849161041139,0.008138178492150363,18
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Trimestre_Cos,-547.2632676225551,0.014921109623363049,15
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Brent_t,885.3460315951461,0.024138921746803103,10
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Brent_t_1,-1347.835093019817,0.0367486662580742,7
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Brent_t_4,617.2736696941562,0.01682994024637238,13
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,USD_BRL_t,583.4859099788549,0.015908718420485884,14
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,USD_BRL_t_1,-31.501220969901592,0.0008588794446293155,29
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,USD_BRL_t_4,-43.76600970638202,0.0011932783858179465,27
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Brent_BRL_t,-40.50330311861691,0.00110432083002144,28
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Brent_Var_AA,1687.8265459588406,0.04601851870468224,5
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,USD_BRL_Var_AA,745.7344793346608,0.020332418735891495,11
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Segmento=CORPORATIVO / OUTROS NEGÓCIOS,-71.67531398689985,0.001954224375287529,25
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Segmento=DISTRIBUIÇÃO,527.4546760995739,0.014381029221323949,16
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Segmento=E&P,211.55358168390615,0.005767999371187022,22
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Segmento=GÁS & ENERGIA / G&EBC,62.413224098076775,0.0017016938899638038,26
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Segmento=INTERNACIONAL,154.90243191672,0.004223408191812015,24
H1,Teste,74,2T24,Ridge + Brent e Câmbio,10.0,386,Segmento=REFINO / RTC,2528.857058381138,0.06894917971352846,4
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Custo_t,16921.47196061162,0.325922123355964,1
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Custo_t_1,6447.689631644548,0.12418805529314417,4
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Custo_t_4,1132.978308185374,0.02182213797827775,6
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Receita_t,9355.418048185878,0.180193408838485,3
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Receita_t_1,-10507.863754020334,0.20239050566152358,2
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Receita_t_4,-628.0424853428226,0.012096639161011327,10
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Despesas_t,-367.643355662401,0.0070811276580498295,14
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Despesas_t_1,376.1650341470471,0.007245262524847333,13
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Despesas_t_4,-129.5525914015115,0.0024952944858540583,18
H1,Teste,75,3T24,Ridge Contábil,0.1,390,EBIT_t,1124.377797836616,0.021656484741884547,7
H1,Teste,75,3T24,Ridge Contábil,0.1,390,EBIT_t_1,-467.42020656210786,0.009002915737875273,11
H1,Teste,75,3T24,Ridge Contábil,0.1,390,EBIT_t_4,653.1847674001659,0.012580901166894632,9
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Trimestre_Sin,45.29004172292127,0.000872325209034662,20
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Trimestre_Cos,-768.6922548090863,0.014805674853690784,8
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Segmento=CORPORATIVO / OUTROS NEGÓCIOS,180.83702762829077,0.003483076895626244,17
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Segmento=DISTRIBUIÇÃO,395.61437241985215,0.007619873530467669,12
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Segmento=E&P,321.1896472224872,0.006186389225853277,15
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Segmento=GÁS & ENERGIA / G&EBC,187.66905669508563,0.0036146676594476534,16
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Segmento=INTERNACIONAL,123.20937744270083,0.00237311872199799,19
H1,Teste,75,3T24,Ridge Contábil,0.1,390,Segmento=REFINO / RTC,1784.4486223896974,0.03437001730007025,5
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Custo_t,9630.725157281084,0.2598272082527504,1
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Custo_t_1,3988.938214402995,0.10761751199570566,3
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Custo_t_4,1502.024562283402,0.040523101051233267,7
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Receita_t,7126.732521709573,0.19227202363675944,2
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Receita_t_1,743.7699390199513,0.02006615947209011,12
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Receita_t_4,281.2412732687336,0.0075876046388488145,20
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Despesas_t,-914.1784554765733,0.024663608612245726,9
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Despesas_t_1,-389.72216951394904,0.010514309322020155,17
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Despesas_t_4,-199.67290118933624,0.0053869725937023055,22
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,EBIT_t,-185.78371386527013,0.0050122563902621885,23
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,EBIT_t_1,-1572.357615596061,0.042420615578091514,6
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,EBIT_t_4,-318.43825118822275,0.008591141420391503,18
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Trimestre_Sin,-287.1277194410323,0.007746414993261446,19
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Trimestre_Cos,-548.8276000214901,0.014806812653960045,15
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Brent_t,883.824911806253,0.023844700753944452,10
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Brent_t_1,-1344.312982948485,0.0362682024118776,8
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Brent_t_4,598.4574531504568,0.01614577581342103,13
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,USD_BRL_t,578.5679097944831,0.015609176082953414,14
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,USD_BRL_t_1,-45.11968578439795,0.0012172834135691522,27
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,USD_BRL_t_4,-37.5253155038456,0.0010123949969433528,28
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Brent_BRL_t,-23.673808448736377,0.0006386953689873658,29
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Brent_Var_AA,1694.242438020954,0.045708944610625434,5
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,USD_BRL_Var_AA,751.205813646656,0.020266771836540513,11
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Segmento=CORPORATIVO / OUTROS NEGÓCIOS,-62.58343148241516,0.0016884375807007183,25
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Segmento=DISTRIBUIÇÃO,494.3086892205218,0.013335947671411268,16
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Segmento=E&P,203.35115620938436,0.005486208187854654,21
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Segmento=GÁS & ENERGIA / G&EBC,58.613899351663015,0.0015813436251824093,26
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Segmento=INTERNACIONAL,150.84716807787666,0.00406970377769282,24
H1,Teste,75,3T24,Ridge + Brent e Câmbio,10.0,390,Segmento=REFINO / RTC,2449.709227443229,0.06609067325697322,4
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Custo_t,17545.3878014037,0.33535428493847935,1
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Custo_t_1,6185.5435457994245,0.11822756819267546,4
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Custo_t_4,1314.0520132641777,0.02511617174086753,6
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Receita_t,9308.383926945182,0.1779160695156476,3
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Receita_t_1,-10449.431638763359,0.19972551846079195,2
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Receita_t_4,-725.5750941975474,0.013868300868466492,9
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Despesas_t,-380.17783496688253,0.007266540212042396,12
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Despesas_t_1,365.24541154627195,0.006981128898522336,13
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Despesas_t_4,-114.85753810110819,0.0021953329271302683,18
H1,Teste,76,4T24,Ridge Contábil,0.1,394,EBIT_t,1121.715931102521,0.02143995038678434,7
H1,Teste,76,4T24,Ridge Contábil,0.1,394,EBIT_t_1,-490.7467620796002,0.009379902647116857,11
H1,Teste,76,4T24,Ridge Contábil,0.1,394,EBIT_t_4,664.7132351631151,0.012705015938686502,10
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Trimestre_Sin,55.729363674380316,0.0010651848290069187,20
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Trimestre_Cos,-801.579309647457,0.01532100967222832,8
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Segmento=CORPORATIVO / OUTROS NEGÓCIOS,181.00576244587938,0.0034596589554963166,17
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Segmento=DISTRIBUIÇÃO,351.26811040581754,0.006713973342749902,14
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Segmento=E&P,298.727373223789,0.005709734419834212,15
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Segmento=GÁS & ENERGIA / G&EBC,181.91323928548337,0.0034770040407169057,16
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Segmento=INTERNACIONAL,113.53049857614415,0.002169968518203165,19
H1,Teste,76,4T24,Ridge Contábil,0.1,394,Segmento=REFINO / RTC,1669.3767481405785,0.03190768149455316,5
H1,Teste,76,4T24,Ridge + Brent e Câmbio,10.0,394,Custo_t,9848.58607515682,0.2620351455353784,1
H1,Teste,76,4T24,Ridge + Brent e Câmbio,10.0,394,Custo_t_1,4024.2330021459047,0.10707024057448612,3
H1,Teste,76,4T24,Ridge + Brent e Câmbio,10.0,394,Custo_t_4,1610.8998393616816,0.04286020050277466,6
H1,Teste,76,4T24,Ridge + Brent e Câmbio,10.0,394,Receita_t,7195.9645018501515,0.19145850897989908,2
H1,Teste,76,4T24,Ridge + Brent e Câmbio,10.0,394,Receita_t_1,777.4641453611389,0.02068550032701021,11
H1,Teste,76,4T24,Ridge + Brent e Câmbio,10.0,394,Receita_t_4,299.36400396158274,0.00796499007547922,19
H1,Teste,76,4T24,Ridge + Brent e Câmbio,10.0,394,Despesas_t,-945.1873287645705,0.025148005750366156,9
H1,Teste,76,4T24,Ridge + Brent e Câmbio,10.0,394,Despesas_t_1,-397.20223887554016,0.010568110556831682,17
H1,Teste,76,4T24,Ridge + Brent e Câmbio,10.0,394,Despesas_t_4,-195.28599543868924,0.005195851855819147,22
H1,Teste,76,4T24,Ridge + Brent e Câmbio,10.0,394,EBIT_t,-231.55379725339117,0.006160806485269584,21
H1,Teste,76,4T24,Ridge + Brent e Câmbio,10.0,394,EBIT_t_1,-1590.276018590101,0.04231147545370303,7
