Horizonte,Bloco,Target_QID,Target_Periodo,Modelo,Alpha,N_Treino,Feature,Beta_Padronizado,Importancia_Normalizada,Rank_Importancia
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,Brent_t_4,-54.45023875873531,0.001784710304405751,29
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,USD_BRL_t,152.25620248360815,0.004990487088334218,27
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,USD_BRL_t_1,-736.3636030333289,0.024135719880789226,12
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,USD_BRL_t_4,344.9330357307766,0.011305837352272658,21
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,Brent_BRL_t,549.0997911617418,0.01799779170437871,19
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,Brent_Var_AA,612.2193017763387,0.020066653909043462,17
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,USD_BRL_Var_AA,589.4740053154527,0.019321133487170298,18
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,Segmento=CORPORATIVO / OUTROS NEGÓCIOS,189.75373598226489,0.006219540182506671,25
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,Segmento=DISTRIBUIÇÃO,676.3369850093293,0.022168233122820263,14
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,Segmento=E&P,620.6786073670205,0.020343923764970125,15
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,Segmento=GÁS & ENERGIA / G&EBC,278.8179649938845,0.009138789957981543,24
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,Segmento=INTERNACIONAL,181.47131044855786,0.005948067907408358,26
H1,Validação,56,4T19,Ridge + Brent e Câmbio,10.0,314,Segmento=REFINO / RTC,2320.2157640093674,0.07604949173538499,3
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Custo_t,11947.389001474792,0.302273870351581,1
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Custo_t_1,1919.0358275266813,0.048552398089510125,6
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Custo_t_4,3627.140324897644,0.0917681465113225,4
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Receita_t,6628.304551124737,0.1676988394945667,2
