Horizonte,Bloco,Modelo,Segmento,N,WMAPE,MAE,RMSE,R2,Bias,Bias_Pct,SSE,SST_POOLED
H1,Validação,Ridge Contábil,E&P,16,0.17238018781773198,5221.471305331272,6836.119700574194,-0.11615358076128235,-100.23055290172215,-0.0033089833351440416,747720520.9692578,669908275.9375
H1,Validação,Ridge Contábil,GÁS & ENERGIA / G&EBC,16,0.32878316005879227,3214.492406947308,4105.406096852898,0.22324286395650872,-714.8179592465993,-0.07311266531535048,269669747.5212312,347173826.9375
H1,Validação,Ridge Contábil,REFINO / RTC,16,0.11783889814034323,9793.465620614652,12315.624041038138,0.8364986753954946,-3541.0998957704423,-0.04260793125613527,2426793528.323145,14842653624.9375
H1,Teste,Baseline Sazonal,CORPORATIVO / OUTROS NEGÓCIOS,14,0.21568299615448921,92.14285714285714,136.08085831592922,-7.424833976690584,66.14285714285714,0.15482360809229226,259252.0,30772.35714285714
H1,Teste,Baseline Sazonal,E&P,14,0.12372538984654276,4558.785714285715,5460.865518787815,-0.49251987502084993,-863.0714285714286,-0.023423748264979335,417494731.0,279724738.0
H1,Teste,Baseline Sazonal,GÁS & ENERGIA / G&EBC,14,0.3845816129200857,2627.9285714285716,3781.874072467247,-22.274784024834815,1970.5,0.2883708775414206,200236001.0,8603130.357142856
H1,Teste,Baseline Sazonal,REFINO / RTC,14,0.13066557967214715,14150.214285714286,18257.377939186277,-2.2210345723886755,4399.785714285715,0.040628398919073654,4666645889.0,1448803415.2142859
H1,Teste,Baseline Último,CORPORATIVO / OUTROS NEGÓCIOS,14,0.13175054338739342,56.285714285714285,86.98275691193054,-2.4421802498996086,11.285714285714286,0.02641698712589868,105924.0,30772.35714285714
H1,Teste,Baseline Último,E&P,14,0.07575739952388706,2791.3571428571427,3193.016252027898,0.48973072592528444,-673.3571428571429,-0.01827490481618474,142734939.0,279724738.0
H1,Teste,Baseline Último,GÁS & ENERGIA / G&EBC,14,0.18538650499137616,1266.7857142857142,1973.1857308858253,-5.335887605695021,507.64285714285717,0.07429049286572936,54508467.0,8603130.357142856
H1,Teste,Baseline Último,REFINO / RTC,14,0.11150993960188826,12075.785714285714,15452.984831879105,-1.3075086156568272,-699.9285714285714,-0.006463264136370322,3343126363.0,1448803415.2142859
H1,Teste,Gradient Boosting,CORPORATIVO / OUTROS NEGÓCIOS,14,3.284603772068599,1403.229654338735,1405.2390155307053,-897.3957108788785,1403.229654338735,3.284603772068599,27645753.670775875,30772.35714285714
H1,Teste,Gradient Boosting,E&P,14,0.08617706070013825,3175.279978557294,3745.112962839369,0.2980163396846771,-1493.284568497316,-0.040527725356818,196362195.4619847,279724738.0
H1,Teste,Gradient Boosting,GÁS & ENERGIA / G&EBC,14,0.3163819617936327,2161.9057410705623,3278.4929944438645,-16.491217982034605,2161.9057410705623,0.3163819617936327,150479228.40464494,8603130.357142856
H1,Teste,Gradient Boosting,REFINO / RTC,14,0.11154045085927711,12079.089880779004,18208.325593878635,-2.20374982852399,-6514.563701866602,-0.06015663262957854,4641603693.057739,1448803415.2142859
H1,Teste,Random Forest ampliada,CORPORATIVO / OUTROS NEGÓCIOS,14,0.22162126636518878,94.67977100929957,124.12191497750392,-6.009131471022953,75.01537564468926,0.17559191757660084,215687.49688755797,30772.35714285714
H1,Teste,Random Forest ampliada,E&P,14,0.12482017925377259,4599.124324784505,5942.235364262564,-0.7672453972951689,654.4801721142254,0.017762584055643092,494342255.74009705,279724738.0
H1,Teste,Random Forest ampliada,GÁS & ENERGIA / G&EBC,14,0.33211003237563474,2269.379017658221,3252.771904170739,-16.217843354528615,2165.559470401858,0.31691666320625117,148127350.8478755,8603130.357142856
H1,Teste,Random Forest ampliada,REFINO / RTC,14,0.07890736742433033,8545.143721685656,11559.570471884686,-0.29122512638877596,-975.9084412827298,-0.00901171103224127,1870731372.9225566,1448803415.2142859
H1,Teste,Random Forest grade original,CORPORATIVO / OUTROS NEGÓCIOS,14,0.2795999677504573,119.44910050824895,151.8140091694622,-9.485544081772575,83.31575985811791,0.19502100618853885,322664.9073214777,30772.35714285714
H1,Teste,Random Forest grade original,E&P,14,0.1153975534697253,4251.938255145498,5627.222655645567,-0.5848397628205144,718.3193785647828,0.01949517935636929,443318887.4269505,279724738.0
H1,Teste,Random Forest grade original,GÁS & ENERGIA / G&EBC,14,0.36222946846522164,2475.191578623245,3570.8359660571223,-19.749676633994913,2309.415524731293,0.33796913548568547,178512172.95081943,8603130.357142856
H1,Teste,Random Forest grade original,REFINO / RTC,14,0.07968888766177488,8629.77717187361,10956.819460124312,-0.1600790555121896,-1249.9102600368776,-0.011541892254647124,1680726497.5446234,1448803415.2142859
H1,Teste,Ridge + Brent e Câmbio,CORPORATIVO / OUTROS NEGÓCIOS,14,0.764393061303606,326.55963568977626,428.4644092713087,-82.52120990404993,49.33667729877042,0.1154846149778943,2570144.5001709615,30772.35714285714
H1,Teste,Ridge + Brent e Câmbio,E&P,14,0.11141286215378142,4105.11831891823,4859.519573333027,-0.1819084330342473,546.2787529070395,0.014825998830457567,330609026.77049536,279724738.0
H1,Teste,Ridge + Brent e Câmbio,GÁS & ENERGIA / G&EBC,14,0.17028052292755838,1163.563301847491,2000.2226857013416,-5.510708168802182,959.3493364805296,0.14039503173289514,56012471.09352003,8603130.357142856
H1,Teste,Ridge + Brent e Câmbio,REFINO / RTC,14,0.1005039201808512,10883.906922402126,13928.40946635697,-0.8746561715367867,-1671.6607522864517,-0.015436410841721806,2716008263.6750345,1448803415.2142859
H1,Teste,Ridge Contábil,CORPORATIVO / OUTROS NEGÓCIOS,14,0.6826889296302278,291.654463437028,347.4824445497531,-53.932960836774555,-22.74780185104698,-0.053246819246724246,1690416.689783811,30772.35714285714
H1,Teste,Ridge Contábil,E&P,14,0.11098308380791166,4089.282705986313,5519.576536651991,-0.5247852408943132,-768.1979588242393,-0.020848883428981148,426520152.01542866,279724738.0
H1,Teste,Ridge Contábil,GÁS & ENERGIA / G&EBC,14,0.1543088483155244,1054.42542672176,1440.241677775697,-2.3755324004266916,179.0942938337465,0.02620937765820782,29040145.265630167,8603130.357142856
H1,Teste,Ridge Contábil,REFINO / RTC,14,0.11380049209851968,12323.837333857884,15251.609679975167,-1.2477600034803258,-2046.0896091790014,-0.018893953084120063,3256562369.624371,1448803415.2142859
H2,Validação,Baseline Sazonal,BIOCOMBUSTÍVEIS,3,0.13636363636363635,30.0,30.40833219146796,-1.5356489945155394,-12.0,-0.05454545454545454,2774.0,1094.0
H2,Validação,Baseline Sazonal,CORPORATIVO / OUTROS NEGÓCIOS,16,0.9312649500492473,827.3125,1512.2090835926097,-1.1924027270676216,-168.0625,-0.18917968200365837,36588421.0,16688731.75
H2,Validação,Baseline Sazonal,DISTRIBUIÇÃO,3,0.6856364712847839,9650.333333333334,14668.527090338688,-1.4536671075254355,9650.333333333334,0.6856364712847839,645497061.0,263074424.0
H2,Validação,Baseline Sazonal,E&P,16,0.18083058390952592,5477.4375,7058.514906657066,-0.18995712044968416,-3221.6875,-0.10635988668040863,797162123.0,669908275.9375
H2,Validação,Baseline Sazonal,GÁS & ENERGIA / G&EBC,16,0.43979773829995333,4299.875,5742.128438131631,-0.5195633514590163,-1330.125,-0.1360472029201373,527552624.0,347173826.9375
H2,Validação,Baseline Sazonal,REFINO / RTC,16,0.27296477590030555,22685.8125,28962.79555632536,0.09574818882452252,-16562.3125,-0.19928437299538332,13421496423.0,14842653624.9375
H2,Validação,Baseline Último,BIOCOMBUSTÍVEIS,3,0.10151515151515152,22.333333333333332,25.592967784139454,-0.7961608775137112,13.666666666666666,0.06212121212121212,1965.0,1094.0
H2,Validação,Baseline Último,CORPORATIVO / OUTROS NEGÓCIOS,16,0.7831011678626706,695.6875,1471.1915876254866,-1.0750812895054174,-81.9375,-0.09223300970873786,34630475.0,16688731.75
H2,Validação,Baseline Último,DISTRIBUIÇÃO,3,0.7142687981053878,10053.333333333334,12580.710976199503,-0.8048993846699442,10053.333333333334,0.7142687981053878,474822866.0,263074424.0
H2,Validação,Baseline Último,E&P,16,0.1184367178585651,3587.5,4482.041289970452,0.5202043062534322,-1419.375,-0.046858847779930546,321419106.0,669908275.9375
H2,Validação,Baseline Último,GÁS & ENERGIA / G&EBC,16,0.364633608427997,3565.0,4822.444387963432,-0.07178447546677114,-488.0,-0.0499133803402139,372095518.0,347173826.9375
H2,Validação,Baseline Último,REFINO / RTC,16,0.19546333389233858,16244.75,18518.83424044289,0.6303116892264535,-7896.125,-0.09500933639056569,5487155546.0,14842653624.9375
H2,Validação,Gradient Boosting,BIOCOMBUSTÍVEIS,3,6.564555617918127,1444.202235941988,1446.0061990442045,-5732.822470770386,1444.202235941988,6.564555617918127,6272801.783022802,1094.0
H2,Validação,Gradient Boosting,CORPORATIVO / OUTROS NEGÓCIOS,16,2.0548487657846723,1825.4762723039585,1913.458259847135,-2.5102224106895132,1447.5073681782385,1.6293877790102587,58581160.19483562,16688731.75
H2,Validação,Gradient Boosting,DISTRIBUIÇÃO,3,0.5742472089718315,8082.529466278528,12436.499792776673,-0.7637578531282947,8082.529466278528,0.5742472089718315,463999581.2872027,263074424.0
H2,Validação,Gradient Boosting,E&P,16,0.1729770194157712,5239.5495955497045,6533.4407517368145,-0.01950310726867932,-4223.688361060313,-0.139439661809451,682973568.903285,669908275.9375
H2,Validação,Gradient Boosting,GÁS & ENERGIA / G&EBC,16,0.32503917672019533,3177.887715844805,4568.496858102429,0.03812271902632369,204.15717272006486,0.020881505350736348,333938616.67986816,347173826.9375
H2,Validação,Gradient Boosting,REFINO / RTC,16,0.2770871162275134,23028.415824607648,27933.770145761762,0.15886144429563964,-21044.812711984374,-0.2532196096476913,12484728232.900017,14842653624.9375
H2,Validação,Random Forest ampliada,BIOCOMBUSTÍVEIS,3,1.178835446181271,259.34379815987955,269.3907598818846,-198.00744472506187,259.34379815987955,1.178835446181271,217714.14452921768,1094.0
H2,Validação,Random Forest ampliada,CORPORATIVO / OUTROS NEGÓCIOS,16,0.9202768149710407,817.5509154998983,1359.1513887099143,-0.7710560875252497,172.29531553314413,0.19394435405447488,29556679.958913412,16688731.75
H2,Validação,Random Forest ampliada,DISTRIBUIÇÃO,3,0.7157543825411045,10074.242934266045,13323.487991849966,-1.0243168785077743,10074.242934266045,0.7157543825411045,532545996.80691075,263074424.0
H2,Validação,Random Forest ampliada,E&P,16,0.17751631813793894,5377.046939787356,6410.203239703275,0.018595063228961095,1300.9303892285157,0.04294855065162118,657451289.1888379,669908275.9375
H2,Validação,Random Forest ampliada,GÁS & ENERGIA / G&EBC,16,0.30399945053160965,2972.183627881889,4272.788195503137,0.15861311898180064,-179.42991841974776,-0.018352364267414798,292107503.41809523,347173826.9375
H2,Validação,Random Forest ampliada,REFINO / RTC,16,0.2685777219042504,22321.209103632726,28759.753319684267,0.1083821727193901,-20139.291564770752,-0.24232401677341564,13233974576.145443,14842653624.9375
H2,Validação,Random Forest grade original,BIOCOMBUSTÍVEIS,3,1.3108221186344193,288.38086609957224,291.0786509656717,-231.34035022302197,288.38086609957224,1.3108221186344193,254180.34314398604,1094.0
H2,Validação,Random Forest grade original,CORPORATIVO / OUTROS NEGÓCIOS,16,0.940284436734642,835.3251864841376,1421.416719797726,-0.9370440094184171,210.33593527078523,0.23676480683358406,32326807.86112844,16688731.75
H2,Validação,Random Forest grade original,DISTRIBUIÇÃO,3,0.7618168914112197,10722.572746612916,13326.476416827443,-1.0252250787586026,10722.572746612916,0.7618168914112197,532784921.06477404,263074424.0
H2,Validação,Random Forest grade original,E&P,16,0.15384584399494536,4660.057922163643,5131.394833221265,0.3711088187991516,534.6627591300323,0.017651206230680304,421299406.9505583,669908275.9375
H2,Validação,Random Forest grade original,GÁS & ENERGIA / G&EBC,16,0.32546929482944054,3182.0929537165134,4555.419124205348,0.043621757769813696,-168.64410745092596,-0.017249175158471245,332029494.35481316,347173826.9375
H2,Validação,Random Forest grade original,REFINO / RTC,16,0.27991763519823726,23263.657248838103,29979.348376888982,0.031158334013432376,-20823.65076279266,-0.25055850055588375,14380181265.646015,14842653624.9375
H2,Validação,Ridge + Brent e Câmbio,BIOCOMBUSTÍVEIS,3,10.118777497629214,2226.131049478427,2463.6684510643922,-16643.41198383004,2226.131049478427,10.118777497629214,18208986.710310064,1094.0
H2,Validação,Ridge + Brent e Câmbio,CORPORATIVO / OUTROS NEGÓCIOS,16,2.9460871844826158,2617.2302025147437,3396.3750971933655,-10.059307775940725,1681.002513778808,1.892221768711195,184565820.81336388,16688731.75
H2,Validação,Ridge + Brent e Câmbio,DISTRIBUIÇÃO,3,0.8001627063408377,11262.290091747293,13999.412886666016,-1.2349214894187188,11262.290091747293,0.8001627063408377,587950683.5140516,263074424.0
H2,Validação,Ridge + Brent e Câmbio,E&P,16,0.2253672524917212,6826.4726761472,9159.367026949682,-1.0037132209950501,-343.4409214111506,-0.01133826216313814,1342304069.349969,669908275.9375
H2,Validação,Ridge + Brent e Câmbio,GÁS & ENERGIA / G&EBC,16,0.4538677138444434,4437.436271525008,5211.542519514348,-0.2517153460463124,219.61832779836823,0.022462895748118286,434562806.9232954,347173826.9375
H2,Validação,Ridge + Brent e Câmbio,REFINO / RTC,16,0.18774852666039948,15603.580567936224,18858.206878107103,0.6166378593542274,-9167.871081153005,-0.11031149424997769,5690111466.519776,14842653624.9375
H2,Validação,Ridge Contábil,BIOCOMBUSTÍVEIS,3,2.474418326878527,544.3720319132759,699.731317183841,-1341.66156192276,233.03869857994263,1.0592668117270119,1468871.7487434994,1094.0
H2,Validação,Ridge Contábil,CORPORATIVO / OUTROS NEGÓCIOS,16,1.0353700176328844,919.7968394146137,1413.7405484648446,-0.9161790058719637,57.46921241432028,0.06469026302442131,31978597.413978875,16688731.75
H2,Validação,Ridge Contábil,DISTRIBUIÇÃO,3,0.6717024093422445,9454.211411492091,12976.92494781457,-0.9203757462323154,9454.211411492091,0.6717024093422445,505201743.30363655,263074424.0
H2,Validação,Ridge Contábil,E&P,16,0.24139683941361167,7312.015876955541,9239.80441217194,-1.0390608957494267,-690.0912935394681,-0.022782480231243542,1365983769.2030728,669908275.9375
H2,Validação,Ridge Contábil,GÁS & ENERGIA / G&EBC,16,0.3608363347671782,3527.8742927477783,4741.98188963162,-0.036317394773766054,-1068.3097961135986,-0.10926834666925084,359782275.8655083,347173826.9375
H2,Validação,Ridge Contábil,REFINO / RTC,16,0.1955473042034769,16251.72868334025,18917.99246699098,0.6142032841029696,-8633.139904467986,-0.10387739470821637,5726247023.698041,14842653624.9375
H2,Teste,Baseline Sazonal,CORPORATIVO / OUTROS NEGÓCIOS,14,0.21568299615448921,92.14285714285714,136.08085831592922,-7.424833976690584,66.14285714285714,0.15482360809229226,259252.0,30772.35714285714
H2,Teste,Baseline Sazonal,E&P,14,0.12372538984654276,4558.785714285715,5460.865518787815,-0.49251987502084993,-863.0714285714286,-0.023423748264979335,417494731.0,279724738.0
H2,Teste,Baseline Sazonal,GÁS & ENERGIA / G&EBC,14,0.3845816129200857,2627.9285714285716,3781.874072467247,-22.274784024834815,1970.5,0.2883708775414206,200236001.0,8603130.357142856
H2,Teste,Baseline Sazonal,REFINO / RTC,14,0.13066557967214715,14150.214285714286,18257.377939186277,-2.2210345723886755,4399.785714285715,0.040628398919073654,4666645889.0,1448803415.2142859
H2,Teste,Baseline Último,CORPORATIVO / OUTROS NEGÓCIOS,14,0.19913058017054006,85.07142857142857,119.7303518029457,-5.521924825852516,31.5,0.07373348938304632,200695.0,30772.35714285714
H2,Teste,Baseline Último,E&P,14,0.10767790262172285,3967.5,4655.493306683131,-0.08474728824305844,-939.9285714285714,-0.02550965020432534,303430651.0,279724738.0
H2,Teste,Baseline Último,GÁS & ENERGIA / G&EBC,14,0.2623111900904197,1792.4285714285713,2562.9753914430894,-9.689574164553477,1040.7142857142858,0.15230230491820415,91963800.0,8603130.357142856
H2,Teste,Baseline Último,REFINO / RTC,14,0.11451170662756652,12400.857142857143,16160.060771632548,-1.5235072333531519,2598.5714285714284,0.02399566785193921,3656065898.0,1448803415.2142859
H2,Teste,Gradient Boosting,CORPORATIVO / OUTROS NEGÓCIOS,14,3.800613006073805,1623.6761706662448,1626.3670603631017,-1202.384493380392,1623.6761706662448,3.800613006073805,37030977.41047763,30772.35714285714
H2,Teste,Gradient Boosting,E&P,14,0.1255769437171572,4627.0080682023745,5734.6125683218115,-0.6459071214593926,-1884.2243097675819,-0.051137825266449055,460400938.32256275,279724738.0
H2,Teste,Gradient Boosting,GÁS & ENERGIA / G&EBC,14,0.5062993520510867,3459.6519652833717,4418.624370959739,-30.772083799242615,3459.6519652833717,0.5062993520510867,273339378.6429509,8603130.357142856
H2,Teste,Gradient Boosting,REFINO / RTC,14,0.12876793482496515,13944.711954548102,20352.363162143385,-3.002655948402139,-7977.144261758638,-0.07366236002117327,5799061607.9727955,1448803415.2142859
H2,Teste,Random Forest ampliada,CORPORATIVO / OUTROS NEGÓCIOS,14,0.2725837943226016,116.45169098882002,156.04443945064054,-10.07806391255386,99.24047086494988,0.23229670491712062,340898.1391685047,30772.35714285714
H2,Teste,Random Forest ampliada,E&P,14,0.169349465881853,6239.850419882756,7993.054400877737,-2.1975894144030748,2052.1313102149156,0.05569481925351234,894444861.1754735,279724738.0
H2,Teste,Random Forest ampliada,GÁS & ENERGIA / G&EBC,14,0.43314264638686073,2959.756519042788,3763.530292292564,-22.049545388954026,2918.8749617533185,0.42715987523698806,198298243.65405253,8603130.357142856
H2,Teste,Random Forest ampliada,REFINO / RTC,14,0.07110774818833467,7700.496770183679,11261.2372071036,-0.22543643219019427,-1577.6755639003386,-0.014568535000896863,1775416488.085163,1448803415.2142859
H2,Teste,Random Forest grade original,CORPORATIVO / OUTROS NEGÓCIOS,14,0.2101720698621583,89.78851070325491,106.53746604039983,-4.163830727904294,-51.321901116478784,-0.12013151908221083,158903.24338433088,30772.35714285714
H2,Teste,Random Forest grade original,E&P,14,0.21333882263258794,7860.682258720335,11192.413219813987,-5.269669261654422,3507.0825549096176,0.0951821786600884,1753781591.5629365,279724738.0
H2,Teste,Random Forest grade original,GÁS & ENERGIA / G&EBC,14,0.44959696052535386,3072.1923734755696,3811.300242228016,-22.638388013132577,3001.072204619973,0.439188949612498,203364133.50970268,8603130.357142856
H2,Teste,Random Forest grade original,REFINO / RTC,14,0.07877204027647944,8530.488690532316,12072.532078148233,-0.408365282317519,-1807.6740546150581,-0.016692381714886097,2040444430.8908534,1448803415.2142859
H2,Teste,Ridge + Brent e Câmbio,CORPORATIVO / OUTROS NEGÓCIOS,14,1.4484198539732045,618.7856533295526,841.9537840737108,-321.5104400404445,337.9743093162688,0.7911119094512227,9924406.443224572,30772.35714285714
H2,Teste,Ridge + Brent e Câmbio,E&P,14,0.1347385409197255,4964.5762787282065,6032.225193861772,-0.821177399949695,776.0582515621635,0.02106221168002398,509428371.05244964,279724738.0
H2,Teste,Ridge + Brent e Câmbio,GÁS & ENERGIA / G&EBC,14,0.2850701232502305,1947.9452386238074,2662.7678713698297,-10.538202281542333,1715.8389877342906,0.25110276306151746,99264658.3151918,8603130.357142856
H2,Teste,Ridge + Brent e Câmbio,REFINO / RTC,14,0.10430740694141573,11295.79927255207,15838.281909577367,-1.4240117030246013,-833.3551000628462,-0.007695348284045814,3511916433.8614397,1448803415.2142859
H2,Teste,Ridge Contábil,CORPORATIVO / OUTROS NEGÓCIOS,14,1.2826692447703825,547.9746252122612,635.9884519877883,-183.02029875634528,85.40319664083265,0.1999071648506365,5662738.354865527,30772.35714285714
H2,Teste,Ridge Contábil,E&P,14,0.1462791113378396,5389.800136354038,6402.753596278658,-1.0517797414300554,-527.5061256993259,-0.014316509952215327,573933550.60523,279724738.0
H2,Teste,Ridge Contábil,GÁS & ENERGIA / G&EBC,14,0.1730401924671606,1182.4207151693513,1768.4959669913103,-4.0895534504309206,597.7448949151697,0.08747638664937413,43786091.79370342,8603130.357142856
H2,Teste,Ridge Contábil,REFINO / RTC,14,0.11513837086704591,12468.72071715174,17300.80308736331,-1.8923517024759966,-1521.0032567485323,-0.014045212900197316,4190449024.5480776,1448803415.2142859
H3,Validação,Baseline Sazonal,BIOCOMBUSTÍVEIS,3,0.13636363636363635,30.0,30.40833219146796,-1.5356489945155394,-12.0,-0.05454545454545454,2774.0,1094.0
H3,Validação,Baseline Sazonal,CORPORATIVO / OUTROS NEGÓCIOS,16,0.9312649500492473,827.3125,1512.2090835926097,-1.1924027270676216,-168.0625,-0.18917968200365837,36588421.0,16688731.75
H3,Validação,Baseline Sazonal,DISTRIBUIÇÃO,3,0.6856364712847839,9650.333333333334,14668.527090338688,-1.4536671075254355,9650.333333333334,0.6856364712847839,645497061.0,263074424.0
H3,Validação,Baseline Sazonal,E&P,16,0.18083058390952592,5477.4375,7058.514906657066,-0.18995712044968416,-3221.6875,-0.10635988668040863,797162123.0,669908275.9375
H3,Validação,Baseline Sazonal,GÁS & ENERGIA / G&EBC,16,0.43979773829995333,4299.875,5742.128438131631,-0.5195633514590163,-1330.125,-0.1360472029201373,527552624.0,347173826.9375
H3,Validação,Baseline Sazonal,REFINO / RTC,16,0.27296477590030555,22685.8125,28962.79555632536,0.09574818882452252,-16562.3125,-0.19928437299538332,13421496423.0,14842653624.9375
H3,Validação,Baseline Último,BIOCOMBUSTÍVEIS,3,0.1590909090909091,35.0,38.80292085225888,-3.128884826325411,1.6666666666666667,0.007575757575757576,4517.0,1094.0
H3,Validação,Baseline Último,CORPORATIVO / OUTROS NEGÓCIOS,16,0.8654847333614746,768.875,1504.3507735897238,-1.1696759551545912,-127.5,-0.14352047277332208,36209140.0,16688731.75
H3,Validação,Baseline Último,DISTRIBUIÇÃO,3,0.7540556542332741,10613.333333333334,14279.433438807484,-1.3252228350407793,10613.333333333334,0.7540556542332741,611706658.0,263074424.0
H3,Validação,Baseline Último,E&P,16,0.16300730222202964,4937.5625,6038.906176825402,0.12899388474723383,-2220.1875,-0.07329664683780153,583494205.0,669908275.9375
H3,Validação,Baseline Último,GÁS & ENERGIA / G&EBC,16,0.4148218703453919,4055.6875,5351.618347518814,-0.31990682316756036,-740.1875,-0.07570750043150015,458237103.0,347173826.9375
H3,Validação,Baseline Último,REFINO / RTC,16,0.2419241913663016,20106.0625,23719.482816083913,0.3935166804757997,-12624.3125,-0.15190078082757344,9001821841.0,14842653624.9375
H3,Validação,Gradient Boosting,BIOCOMBUSTÍVEIS,3,5.251174167581361,1155.2583168678996,1156.4813466570772,-3666.593524220568,1155.2583168678996,5.251174167581361,4012347.315497301,1094.0
H3,Validação,Gradient Boosting,CORPORATIVO / OUTROS NEGÓCIOS,16,1.6178452533593746,1437.2532769531344,1673.0264465734626,-1.683504086818798,1033.130680822423,1.1629443431235942,44784279.854947634,16688731.75
H3,Validação,Gradient Boosting,DISTRIBUIÇÃO,3,0.5853202233575688,8238.38214375778,12743.731883319577,-0.8519782331322625,8237.226528686646,0.5852381192672572,487208106.9418077,263074424.0
H3,Validação,Gradient Boosting,E&P,16,0.17173984733514044,5202.075111964613,6576.215319262962,-0.0328962212574575,-3597.376699711791,-0.11876278445010215,691945726.8049419,669908275.9375
H3,Validação,Gradient Boosting,GÁS & ENERGIA / G&EBC,16,0.3723124536385655,3640.0755896959026,4914.714784217595,-0.1131908933702146,-48.11224850966562,-0.004920993768208666,386470742.56331193,347173826.9375
H3,Validação,Gradient Boosting,REFINO / RTC,16,0.30795297662304605,25593.644687103697,31784.998899617563,-0.08906256854370942,-23701.002934074582,-0.2851799535287596,16164578480.779034,14842653624.9375
H3,Validação,Random Forest ampliada,BIOCOMBUSTÍVEIS,3,0.9614481619096237,211.51859562011722,251.21300302150055,-172.0565984106411,211.51859562011722,0.9614481619096237,189323.91866124136,1094.0
H3,Validação,Random Forest ampliada,CORPORATIVO / OUTROS NEGÓCIOS,16,1.2341996726073885,1096.4321341525888,1612.8717336873394,-1.49399920214079,304.36293397745135,0.3426063700323077,41621683.66924167,16688731.75
H3,Validação,Random Forest ampliada,DISTRIBUIÇÃO,3,0.7919599127145481,11146.835771457265,14960.618942798139,-1.5523589379970728,11146.835771457265,0.7919599127145481,671460357.4548316,263074424.0
H3,Validação,Random Forest ampliada,E&P,16,0.18463923333962373,5592.803157521789,6674.765080427299,-0.06408570794962332,-568.612527052901,-0.01877201433795405,712839822.0622663,669908275.9375
H3,Validação,Random Forest ampliada,GÁS & ENERGIA / G&EBC,16,0.34808342212303794,3403.1898628830595,4745.3385973549875,-0.03778507047886892,-399.5988061873809,-0.04087157212443885,360291814.45675206,347173826.9375
H3,Validação,Random Forest ampliada,REFINO / RTC,16,0.3082329877558948,25616.916114842927,32718.124793667976,-0.15394534380617664,-23449.918549193175,-0.28215880571440555,17127611040.224499,14842653624.9375
H3,Validação,Random Forest grade original,BIOCOMBUSTÍVEIS,3,0.9614481619096237,211.51859562011722,251.21300302150055,-172.0565984106411,211.51859562011722,0.9614481619096237,189323.91866124136,1094.0
H3,Validação,Random Forest grade original,CORPORATIVO / OUTROS NEGÓCIOS,16,1.2341996726073885,1096.4321341525888,1612.8717336873394,-1.49399920214079,304.36293397745135,0.3426063700323077,41621683.66924167,16688731.75
H3,Validação,Random Forest grade original,DISTRIBUIÇÃO,3,0.7919599127145481,11146.835771457265,14960.618942798139,-1.5523589379970728,11146.835771457265,0.7919599127145481,671460357.4548316,263074424.0
H3,Validação,Random Forest grade original,E&P,16,0.18463923333962373,5592.803157521789,6674.765080427299,-0.06408570794962332,-568.612527052901,-0.01877201433795405,712839822.0622663,669908275.9375
H3,Validação,Random Forest grade original,GÁS & ENERGIA / G&EBC,16,0.34808342212303794,3403.1898628830595,4745.3385973549875,-0.03778507047886892,-399.5988061873809,-0.04087157212443885,360291814.45675206,347173826.9375
H3,Validação,Random Forest grade original,REFINO / RTC,16,0.3082329877558948,25616.916114842927,32718.124793667976,-0.15394534380617664,-23449.918549193175,-0.28215880571440555,17127611040.224499,14842653624.9375
H3,Validação,Ridge + Brent e Câmbio,BIOCOMBUSTÍVEIS,3,8.539854005381539,1878.7678811839385,1885.68092203026,-9749.802211267526,1878.7678811839385,8.539854005381539,10667377.619126674,1094.0
H3,Validação,Ridge + Brent e Câmbio,CORPORATIVO / OUTROS NEGÓCIOS,16,2.5009754758932776,2221.8040883966905,3097.8090864970404,-8.200383856738428,1192.017803194675,1.3417957542644436,153542738.18213806,16688731.75
H3,Validação,Ridge + Brent e Câmbio,DISTRIBUIÇÃO,3,0.7399464878269585,10414.746816164441,14397.225536740349,-1.3637429287588416,10414.746816164441,0.7399464878269585,621840309.4673053,263074424.0
H3,Validação,Ridge + Brent e Câmbio,E&P,16,0.2331425394398015,7061.989519492593,9592.462213667388,-1.1976819126019302,-1592.7388453851547,-0.052582233101953535,1472245301.1301866,669908275.9375
H3,Validação,Ridge + Brent e Câmbio,GÁS & ENERGIA / G&EBC,16,0.4306645713251734,4210.5805973105125,5202.049040691346,-0.2471591864154885,-58.24149499917553,-0.005957028466140397,432981027.5481241,347173826.9375
H3,Validação,Ridge + Brent e Câmbio,REFINO / RTC,16,0.22480887286368598,18683.626564273523,24269.07992784874,0.36508578002010394,-13644.460842174876,-0.1641756139906719,9423811848.70897,14842653624.9375
H3,Validação,Ridge Contábil,BIOCOMBUSTÍVEIS,3,1.8774141880764545,413.03112137682,484.82751672950354,-643.5824158448731,101.69778804348668,0.46226267292493944,705173.1629342912,1094.0
H3,Validação,Ridge Contábil,CORPORATIVO / OUTROS NEGÓCIOS,16,1.098882717087859,976.2199337929268,1442.6765503329625,-0.9954212555480657,-107.42946628143943,-0.12092806110194392,33301050.062089868,16688731.75
H3,Validação,Ridge Contábil,DISTRIBUIÇÃO,3,0.6641401610444351,9347.772766700424,13942.511825966189,-1.216790591743806,9162.468425307254,0.6509746660964302,583180908.051621,263074424.0
